Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1499,2024-08-09,2024-08-13,CUST313,Ronald Martinez,Consumer,PROD5407,Juice Pack,Grocery,North,Virginia,Scottstad,5,4178,0,20890.0,14833.95,6056.05,UPI,Pending,Ritter-Dominguez,yhouston@castro-harrison.com,0,Yes,24
ORD1500,2025-05-31,2025-06-03,CUST133,William Johnson,Corporate,PROD7412,Bookshelf,Furniture,East,Iowa,West Carrie,10,1593,0,15930.0,11963.71,3966.29,UPI,Returned,Gregory Inc,morrisdonna@wells.com,19,No,0
ORD1501,2024-12-30,2025-01-01,CUST363,Matthew Reed,Home Office,PROD7655,Pen,Office Supplies,North,Pennsylvania,Whiteville,1,3897,20,3117.6,1948.87,1168.73,Credit Card,Delivered,"Grant, Reynolds and Hawkins",davisjason@bryant.net,3,Yes,43
ORD1502,2025-10-21,2025-10-27,CUST782,Michael Owens,Home Office,PROD7562,Mouse,Electronics,North,Louisiana,West Lauratown,4,3992,0,15968.0,10866.3,5101.7,Net Banking,Returned,Bryant Group,phughes@ramirez.com,2,Yes,25
ORD1503,2024-02-13,2024-02-20,CUST370,Brenda Dennis,Home Office,PROD2878,Office Chair,Furniture,South,Hawaii,Jacksonhaven,3,2933,5,8359.05,6426.26,1932.79,Net Banking,Returned,"Moss, Jackson and Burnett",caroline70@anderson-martin.com,6,Yes,30
ORD1504,2024-04-15,2024-04-22,CUST333,Jacob Fletcher,Consumer,PROD3187,Cooking Oil,Grocery,North,Montana,New Brittany,1,2997,10,2697.3,2128.07,569.23,UPI,Pending,"Cantrell, Wright and Wise",williamssamantha@hayes.com,44,No,0
ORD1505,2025-09-07,2025-09-14,CUST933,Andrew Wang,Home Office,PROD1734,Mouse,Electronics,North,Minnesota,Jessicaland,3,4903,15,12502.65,9976.55,2526.1,Cash,Delivered,Foster-Tate,joshuahumphrey@richard.com,0,Yes,20
ORD1506,2025-01-13,2025-01-19,CUST776,Albert Benton,Consumer,PROD9088,Calculator,Office Supplies,South,Florida,East Rodneyfurt,3,4001,15,10202.55,7081.72,3120.83,Net Banking,Returned,Hood LLC,garyfranklin@johnson-peters.com,20,No,0
ORD1507,2025-04-04,2025-04-08,CUST306,Andrea Miller,Corporate,PROD2422,Keyboard,Electronics,North,Alabama,West Dominique,2,4701,10,8461.8,7142.94,1318.86,Net Banking,Delivered,"Mcgee, Martin and Webb",patrickking@francis.com,30,No,0
ORD1508,2025-07-27,2025-08-03,CUST929,Samuel Williams,Consumer,PROD5759,Rice Bag,Grocery,East,Utah,Bradleyton,7,3397,10,21401.1,13421.1,7980.0,Cash,Returned,Tanner PLC,michelle06@parker.biz,27,No,0
ORD1509,2025-11-05,2025-11-11,CUST398,Sandy Montgomery,Corporate,PROD2945,Cooking Oil,Grocery,North,Alabama,South Richardburgh,1,1197,20,957.6,696.01,261.59,Net Banking,Returned,Johnson and Sons,allenwendy@lee-callahan.com,23,No,0
ORD1510,2025-09-04,2025-09-11,CUST242,Danielle Gutierrez,Corporate,PROD6247,Rice Bag,Grocery,South,Colorado,Lake Thomastown,5,785,0,3925.0,2721.65,1203.35,Net Banking,Delivered,May-Cole,qmorgan@wilson.org,25,No,0
ORD1511,2023-12-28,2023-12-29,CUST242,Karen Henderson,Corporate,PROD3776,Office Chair,Furniture,South,South Carolina,Lake Pattybury,9,3527,5,30155.85,25175.93,4979.92,Credit Card,Returned,Robbins-Nelson,pamela71@avery.com,35,No,0
ORD1512,2024-02-29,2024-03-01,CUST208,Margaret Baker,Consumer,PROD8157,Keyboard,Electronics,West,Maine,West Julian,4,3183,15,10822.2,7557.63,3264.57,Cash,Delivered,"Adams, Carr and Galloway",jonathanwelch@williamson.com,35,No,0
ORD1513,2025-03-20,2025-03-22,CUST464,Katrina White,Home Office,PROD6212,Notebook,Office Supplies,East,West Virginia,South Jason,3,2334,0,7002.0,4962.74,2039.26,Net Banking,Returned,"Davis, Martinez and Brown",michaelcox@barnes.biz,39,No,0
ORD1514,2025-08-01,2025-08-04,CUST262,Timothy Bailey,Corporate,PROD3717,Study Table,Furniture,South,Maine,Richchester,2,4936,0,9872.0,8518.78,1353.22,UPI,Pending,Beck-Moore,donald95@gibson-fletcher.com,27,No,0
ORD1515,2025-04-25,2025-04-27,CUST404,Joshua Coleman,Home Office,PROD2269,Keyboard,Electronics,South,North Carolina,South Nancy,9,4745,10,38434.5,24194.99,14239.51,Net Banking,Pending,Fisher LLC,lisaramsey@simmons-hudson.com,0,Yes,40
ORD1516,2024-11-15,2024-11-17,CUST435,Jonathan Mcdowell,Corporate,PROD5362,Stapler,Office Supplies,East,New Mexico,West Christinefurt,7,902,10,5682.6,3928.35,1754.25,Cash,Returned,"Harper, Thomas and Steele",brucepamela@fernandez.org,39,No,0
ORD1517,2024-01-28,2024-02-03,CUST126,Brenda Parrish MD,Corporate,PROD1817,Keyboard,Electronics,North,Delaware,Lake Kyle,8,4989,10,35920.8,31453.77,4467.03,Cash,Cancelled,"Henry, Gordon and Howard",millerrebecca@thomas.net,15,No,0
ORD1518,2024-11-20,2024-11-26,CUST832,Victoria King,Home Office,PROD2548,Snacks,Grocery,North,Missouri,Justinborough,1,4577,20,3661.6,2780.65,880.95,UPI,Cancelled,Williams and Sons,canturobert@fleming.com,35,No,0
ORD1519,2025-03-31,2025-04-02,CUST639,Scott Robbins,Consumer,PROD1302,Notebook,Office Supplies,West,Wisconsin,Ingramshire,7,4863,10,30636.9,26235.98,4400.92,UPI,Delivered,Moore Ltd,dcombs@james.biz,4,Yes,46
ORD1520,2025-10-05,2025-10-08,CUST391,Brian Reid,Home Office,PROD3452,Office Chair,Furniture,West,Delaware,New John,8,2233,10,16077.6,13035.4,3042.2,UPI,Delivered,Jackson Ltd,shawnanthony@washington.org,14,No,0
ORD1521,2025-07-25,2025-07-27,CUST317,Stephen Garcia,Home Office,PROD2706,Calculator,Office Supplies,East,New Hampshire,Francesstad,8,2281,20,14598.4,11392.66,3205.74,Net Banking,Delivered,Pope Group,abass@jones.com,24,No,0
ORD1522,2024-11-06,2024-11-13,CUST477,Jacqueline Anderson,Home Office,PROD7698,Snacks,Grocery,East,Connecticut,Kimberg,2,1131,5,2148.9,1590.14,558.76,Credit Card,Cancelled,Ramirez-Clark,andrea48@miller.com,34,No,0
ORD1523,2024-09-09,2024-09-11,CUST702,Elizabeth Romero,Corporate,PROD2138,Pen,Office Supplies,East,Indiana,Mortonborough,10,1787,10,16083.0,13875.23,2207.77,Cash,Cancelled,"Mcpherson, Burke and Mills",pfigueroa@liu-fisher.com,16,No,0
ORD1524,2024-06-06,2024-06-10,CUST340,Mr. Michael Martin,Home Office,PROD6823,Pen,Office Supplies,North,Pennsylvania,Lake Anthonyland,7,3098,15,18433.1,12087.87,6345.23,Net Banking,Delivered,Williams PLC,valenciaann@lee-savage.com,36,No,0
ORD1525,2024-01-14,2024-01-19,CUST413,Jonathan Hayes,Home Office,PROD9909,Bookshelf,Furniture,East,Washington,Grantchester,2,4986,0,9972.0,7658.18,2313.82,Net Banking,Pending,Moran-Irwin,zgarrett@dennis.com,24,No,0
ORD1526,2024-03-02,2024-03-05,CUST175,Gloria Colon,Consumer,PROD6918,Rice Bag,Grocery,West,California,Hollandchester,6,4846,10,26168.4,22541.46,3626.94,Net Banking,Pending,"Reid, Price and Collier",duranlance@watkins.com,14,No,0
ORD1527,2024-03-15,2024-03-18,CUST545,Jacqueline Johnson,Corporate,PROD4554,Sofa,Furniture,North,Illinois,New Diana,5,1449,10,6520.5,4736.54,1783.96,Cash,Delivered,Carpenter PLC,zunigarichard@benjamin.net,20,No,0
ORD1528,2025-11-30,2025-12-01,CUST998,Tracy Hernandez,Corporate,PROD9075,Study Table,Furniture,West,Oklahoma,North Joseph,8,857,15,5827.6,4318.31,1509.29,Net Banking,Returned,Cruz-Fowler,gary34@boyd-estrada.org,25,No,0
ORD1529,2025-06-25,2025-06-27,CUST358,Alexandria Harris,Consumer,PROD8781,Office Chair,Furniture,West,Mississippi,Thomasstad,2,4293,15,7298.1,5214.3,2083.8,Net Banking,Returned,Villanueva-Singleton,vvalentine@olson-owens.com,43,No,0
ORD1530,2024-09-30,2024-10-03,CUST741,Robert Ali DVM,Home Office,PROD3067,Laptop,Electronics,West,Arkansas,Hughesbury,5,4367,0,21835.0,17557.91,4277.09,UPI,Pending,Johns-Sullivan,patrick17@valdez.org,41,No,0
ORD1531,2024-01-22,2024-01-29,CUST892,Barbara Bryant,Consumer,PROD3938,Juice Pack,Grocery,South,Hawaii,New Christine,1,2433,5,2311.35,1566.26,745.09,Credit Card,Delivered,Stanton LLC,robertortiz@macdonald-byrd.biz,38,No,0
ORD1532,2024-10-25,2024-10-31,CUST999,Amanda Carlson,Consumer,PROD5379,Pen,Office Supplies,East,Idaho,Bakerfurt,5,1316,5,6251.0,4844.85,1406.15,Credit Card,Delivered,"Ashley, Cabrera and Garcia",williamshayden@taylor-walker.net,48,No,0
ORD1533,2025-08-30,2025-09-02,CUST877,Lisa Cook,Home Office,PROD8573,Study Table,Furniture,North,Kentucky,Williamsberg,6,688,20,3302.4,2415.06,887.34,Cash,Cancelled,"Wagner, White and Greene",christopherbush@salazar.com,32,No,0
ORD1534,2025-06-03,2025-06-07,CUST409,Lori Johnson,Corporate,PROD4830,Monitor,Electronics,North,New Mexico,Conleymouth,2,2165,5,4113.5,3284.88,828.62,Cash,Cancelled,"Duncan, Schroeder and Shah",tcrawford@frazier.com,47,No,0
ORD1535,2025-04-15,2025-04-16,CUST611,Randy Johnson,Corporate,PROD5297,Stapler,Office Supplies,South,Oregon,Jesusborough,9,989,15,7565.85,4808.42,2757.43,Cash,Returned,Obrien Inc,ryanmccall@mccormick.com,25,No,0
ORD1536,2024-07-02,2024-07-06,CUST515,Stacey Roberson,Corporate,PROD9127,Study Table,Furniture,North,Rhode Island,Frankchester,2,1551,15,2636.7,1913.88,722.82,UPI,Cancelled,Green-Reid,steven58@smith-jackson.net,31,No,0
ORD1537,2025-05-25,2025-05-27,CUST603,Justin Cook,Home Office,PROD2871,Keyboard,Electronics,North,North Carolina,Samanthaport,4,2103,20,6729.6,5374.18,1355.42,UPI,Returned,Cantrell-Garza,reedbenjamin@gordon-johnson.info,45,No,0
ORD1538,2024-03-25,2024-03-29,CUST529,Jillian Mason,Consumer,PROD7196,Dining Table,Furniture,North,Florida,New April,9,2501,20,18007.2,15705.79,2301.41,Net Banking,Delivered,Thomas-Wang,jennifer58@mason.biz,16,No,0
ORD1539,2024-02-23,2024-02-24,CUST693,Lauren Ortega,Consumer,PROD2850,Cooking Oil,Grocery,North,Rhode Island,Andrewburgh,8,1713,5,13018.8,8608.38,4410.42,Credit Card,Cancelled,"Smith, Willis and Thompson",jessicawright@farmer.org,2,Yes,36
ORD1540,2025-03-04,2025-03-09,CUST310,Jessica Burns,Home Office,PROD9636,Office Chair,Furniture,East,Idaho,Angelafurt,3,4183,20,10039.2,6938.59,3100.61,Cash,Delivered,Bass-Ruiz,msmith@lester-murphy.com,40,No,0
ORD1541,2025-07-16,2025-07-22,CUST568,James Hanna,Consumer,PROD5931,Juice Pack,Grocery,East,New York,South Angela,5,4287,0,21435.0,14103.35,7331.65,Credit Card,Pending,"Frank, Price and Rhodes",jennifer28@marquez-matthews.org,1,Yes,21
ORD1542,2025-02-18,2025-02-19,CUST965,Craig Bailey,Home Office,PROD1044,Rice Bag,Grocery,West,Oregon,Port Heidistad,1,4715,5,4479.25,3287.19,1192.06,Cash,Cancelled,"Mcneil, Bray and Wells",mcdowelljermaine@wilkinson-molina.com,39,No,0
ORD1543,2025-05-29,2025-06-04,CUST869,John Prince,Corporate,PROD1468,Sugar,Grocery,West,Minnesota,East Ronaldborough,1,3629,20,2903.2,1879.82,1023.38,Cash,Cancelled,Fry Inc,johnsontara@burnett-cochran.biz,31,No,0
ORD1544,2024-06-26,2024-07-01,CUST542,Michael Lee,Consumer,PROD7691,Sofa,Furniture,West,Louisiana,Clementsside,2,4300,5,8170.0,6901.31,1268.69,UPI,Returned,Wang-Nelson,mrivas@brown-lawson.org,4,Yes,41
ORD1545,2024-09-07,2024-09-12,CUST248,Stacey Thompson,Corporate,PROD6002,Monitor,Electronics,North,South Dakota,Kaylatown,10,2236,20,17888.0,13396.23,4491.77,Net Banking,Pending,Ruiz-Howe,moodylaura@henderson.com,5,Yes,41
ORD1546,2025-04-01,2025-04-07,CUST918,Raymond Morris,Home Office,PROD1964,File Folder,Office Supplies,South,Maryland,Andersonside,8,2786,15,18944.8,16597.94,2346.86,UPI,Returned,"Hays, Beard and Kim",daniel53@clark.com,29,No,0
ORD1547,2025-09-06,2025-09-13,CUST543,Cynthia Sherman,Home Office,PROD8877,Bookshelf,Furniture,North,New Mexico,Wandaberg,1,4220,10,3798.0,2661.22,1136.78,Cash,Cancelled,Jones and Sons,meyerdebra@nguyen-pruitt.org,28,No,0
ORD1548,2024-05-04,2024-05-07,CUST643,Randy Gonzalez,Corporate,PROD2316,File Folder,Office Supplies,East,Montana,Joneston,3,4146,10,11194.2,7901.93,3292.27,Cash,Returned,"Lewis, Harris and Reese",justingarcia@carlson.com,50,No,0
ORD1549,2024-09-26,2024-09-30,CUST907,Jorge Berger,Consumer,PROD6157,File Folder,Office Supplies,West,Arkansas,Mcbrideview,1,4836,20,3868.8,3335.14,533.66,Cash,Delivered,"James, Rhodes and Montgomery",nancytrevino@king.com,20,No,0
ORD1550,2024-06-16,2024-06-18,CUST462,Jordan Garrison,Home Office,PROD3523,Rice Bag,Grocery,West,Arkansas,East Lisamouth,7,3057,15,18189.15,12481.45,5707.7,Net Banking,Delivered,Lowery-Price,kingchris@lee-bray.com,4,Yes,35
ORD1551,2025-01-27,2025-01-29,CUST725,Deborah Arnold,Home Office,PROD2969,Office Chair,Furniture,East,Utah,Cooleymouth,8,4690,0,37520.0,33140.93,4379.07,Net Banking,Pending,"Collins, Branch and Gentry",dave97@williams.com,1,Yes,26
ORD1552,2025-10-02,2025-10-09,CUST134,Melissa Robbins,Consumer,PROD6968,Rice Bag,Grocery,South,Nebraska,East Christopher,10,1368,20,10944.0,6715.2,4228.8,Credit Card,Returned,"Smith, Booker and Carter",kimberlywalker@chavez.com,4,Yes,21
ORD1553,2024-09-15,2024-09-22,CUST723,Alexandra Richard,Consumer,PROD6520,Study Table,Furniture,South,Alabama,East Mark,7,4582,0,32074.0,22616.44,9457.56,UPI,Delivered,French-Allen,sherry52@ray.com,48,No,0
ORD1554,2024-07-14,2024-07-15,CUST309,David Hill,Consumer,PROD5668,Notebook,Office Supplies,South,Maryland,Jamesmouth,3,1073,20,2575.2,1617.62,957.58,Net Banking,Cancelled,"Wilson, Hansen and Lopez",houstonteresa@kelly.org,50,No,0
ORD1555,2024-09-30,2024-10-04,CUST827,Aaron Robinson,Consumer,PROD9949,Juice Pack,Grocery,West,Montana,North Jonathan,4,4880,5,18544.0,16460.63,2083.37,Credit Card,Pending,Jackson-Mcguire,henrykaylee@robinson-tanner.com,10,No,0
ORD1556,2024-03-19,2024-03-25,CUST880,Julie Price,Home Office,PROD7238,Monitor,Electronics,North,Illinois,Cooperhaven,6,962,10,5194.8,4103.31,1091.49,UPI,Delivered,Hall-Willis,nataliecox@stanley-flores.com,12,No,0
ORD1557,2025-07-06,2025-07-13,CUST837,Karen Smith,Corporate,PROD6605,Headphones,Electronics,West,Iowa,Lake Mary,10,2375,20,19000.0,13611.32,5388.68,UPI,Pending,"Singleton, Osborne and Robinson",jcarroll@owen-ballard.biz,13,No,0
ORD1558,2025-11-18,2025-11-20,CUST110,Jean Osborne,Consumer,PROD4078,Monitor,Electronics,North,Indiana,Marcusbury,5,1275,0,6375.0,5069.35,1305.65,Cash,Delivered,"Hall, Terry and Mills",rsmith@anderson-alvarez.biz,48,No,0
ORD1559,2024-05-23,2024-05-26,CUST660,Melissa Zamora,Consumer,PROD4025,Bookshelf,Furniture,South,West Virginia,Wilsonmouth,5,1021,5,4849.75,3786.86,1062.89,Net Banking,Cancelled,"Gonzalez, Baxter and Jackson",edward34@robinson-zhang.com,42,No,0
ORD1560,2024-01-18,2024-01-19,CUST303,Catherine Peterson,Home Office,PROD7789,Bookshelf,Furniture,East,Michigan,North Angel,6,3405,15,17365.5,12520.85,4844.65,Credit Card,Pending,"Cook, West and Mckinney",sarah17@lee.com,49,No,0
ORD1561,2025-10-13,2025-10-20,CUST741,Melinda Beasley,Consumer,PROD4439,File Folder,Office Supplies,East,Alaska,West Pamela,5,2995,15,12728.75,8515.06,4213.69,Net Banking,Returned,Silva PLC,hansonjames@mcdonald.com,11,No,0
ORD1562,2024-02-28,2024-03-06,CUST629,Betty Cruz,Corporate,PROD1125,Calculator,Office Supplies,South,Missouri,New Susanmouth,5,765,5,3633.75,2763.31,870.44,Net Banking,Pending,"Simmons, Leonard and Martin",williamstami@chapman-williams.info,40,No,0
ORD1563,2025-09-05,2025-09-11,CUST867,James Hebert,Home Office,PROD5389,Office Chair,Furniture,East,South Carolina,East Gwendolyntown,5,4200,20,16800.0,12798.3,4001.7,Credit Card,Returned,Ferrell-Barrett,martinezgary@castro.com,0,Yes,31
ORD1564,2025-07-15,2025-07-20,CUST495,Nicole Roberts,Home Office,PROD2566,Dining Table,Furniture,North,Kentucky,North Antonio,10,1344,5,12768.0,11042.4,1725.6,Credit Card,Returned,"Smith, Smith and Hall",rhonda56@carr.net,25,No,0
ORD1565,2024-08-28,2024-09-04,CUST152,Shawn Rodriguez,Consumer,PROD6474,Mouse,Electronics,East,Iowa,Mathisview,5,1626,15,6910.5,4186.18,2724.32,UPI,Returned,"Bass, Wong and Wilson",scott22@ruiz-taylor.com,1,Yes,31
ORD1566,2024-12-04,2024-12-10,CUST992,Angela Torres,Corporate,PROD9269,Headphones,Electronics,South,Florida,Fryhaven,8,4612,20,29516.8,17961.48,11555.32,UPI,Cancelled,Nelson-Meyer,shawncruz@wilson.org,1,Yes,39
ORD1567,2025-11-19,2025-11-22,CUST917,Stephanie Sellers,Home Office,PROD9619,Pen,Office Supplies,West,Wisconsin,North Sabrina,8,2974,15,20223.2,17807.98,2415.22,Cash,Delivered,Gilmore-Finley,simmonstimothy@anderson.com,19,No,0
ORD1568,2025-03-03,2025-03-07,CUST525,Francis Blair,Consumer,PROD6152,Sofa,Furniture,South,Mississippi,Jimenezmouth,2,2393,20,3828.8,2492.37,1336.43,Credit Card,Delivered,Bowman-Tate,qnunez@allen-russell.com,47,No,0
ORD1569,2024-04-14,2024-04-18,CUST450,Mark Garcia,Home Office,PROD5870,Calculator,Office Supplies,East,Maine,Lake Shannon,8,3864,20,24729.6,15344.42,9385.18,Cash,Cancelled,Burnett-Owens,rperez@campbell.com,18,No,0
ORD1570,2024-07-30,2024-08-04,CUST911,Stanley Wright,Corporate,PROD9139,Dining Table,Furniture,West,Michigan,Simsfurt,5,4008,5,19038.0,15575.35,3462.65,Credit Card,Pending,Peterson-Hancock,michaelbrown@weber.com,45,No,0
ORD1571,2023-12-27,2024-01-02,CUST764,Veronica Wilson DDS,Home Office,PROD4553,Cooking Oil,Grocery,South,Wisconsin,North Jeanne,9,873,20,6285.6,4948.89,1336.71,Cash,Delivered,Hanson-Garrett,marylee@lee.com,10,No,0
ORD1572,2025-01-21,2025-01-23,CUST406,Jason Watson,Home Office,PROD8109,Keyboard,Electronics,North,West Virginia,Goodshire,4,3712,5,14105.6,9259.9,4845.7,Credit Card,Pending,"Acevedo, Harris and Davis",nataliedavid@delgado.com,3,Yes,20
ORD1573,2025-08-09,2025-08-15,CUST818,Carlos Douglas,Corporate,PROD2932,Study Table,Furniture,East,Alabama,Christinefort,7,4844,10,30517.2,19386.62,11130.58,UPI,Cancelled,"Campbell, Johnson and Prince",ian10@beasley.com,40,No,0
ORD1574,2025-01-17,2025-01-18,CUST827,Kyle Graham,Corporate,PROD8613,Study Table,Furniture,West,New Hampshire,Lake Willieberg,10,1640,10,14760.0,12379.83,2380.17,Credit Card,Pending,Johnson LLC,tfowler@garrett.com,1,Yes,48
ORD1575,2025-01-22,2025-01-26,CUST399,Ernest Johnson,Home Office,PROD9951,Juice Pack,Grocery,West,Vermont,Jonesberg,8,1344,20,8601.6,6565.6,2036.0,Net Banking,Delivered,Wolfe-Wright,jennifer38@park-hays.net,6,Yes,27
ORD1576,2024-03-17,2024-03-18,CUST867,Ellen Mcintyre,Home Office,PROD6086,File Folder,Office Supplies,South,Kansas,North Brittany,2,2454,10,4417.2,2925.12,1492.08,Credit Card,Cancelled,Peterson Ltd,trevor86@hayes-thomas.com,4,Yes,25
ORD1577,2024-05-03,2024-05-07,CUST773,Robert Ortega,Consumer,PROD5899,Snacks,Grocery,North,Maryland,North Jacktown,8,1251,0,10008.0,8631.9,1376.1,UPI,Pending,Miller-Smith,anthony52@stone-thompson.biz,43,No,0
ORD1578,2024-01-02,2024-01-09,CUST841,Robin Washington,Consumer,PROD2264,Dining Table,Furniture,North,Kentucky,Youngstad,7,4268,20,23900.8,17316.56,6584.24,Credit Card,Cancelled,"Simon, Ellison and Powell",jimenezrandy@wilson.org,31,No,0
ORD1579,2024-07-03,2024-07-10,CUST919,Mitchell Larson,Home Office,PROD1844,Notebook,Office Supplies,West,South Dakota,West Robert,1,2343,10,2108.7,1376.0,732.7,Credit Card,Cancelled,Mccall-Rose,brenda72@white.info,11,No,0
ORD1580,2025-11-23,2025-11-25,CUST855,Cody Brown,Corporate,PROD5831,Sofa,Furniture,East,Kentucky,Skinnermouth,10,4109,15,34926.5,22997.72,11928.78,UPI,Pending,Chen PLC,nicholas28@riddle.com,25,No,0
ORD1581,2024-11-17,2024-11-18,CUST510,Brent Morgan,Home Office,PROD8429,Bookshelf,Furniture,North,West Virginia,Youngtown,3,4196,5,11958.6,10108.67,1849.93,Cash,Cancelled,Kerr-Gonzales,frostmonica@taylor.com,11,No,0
ORD1582,2023-12-29,2023-12-31,CUST882,Emily Pollard,Home Office,PROD2410,Cooking Oil,Grocery,South,Nebraska,New James,3,173,5,493.05,310.5,182.55,Credit Card,Cancelled,Reeves-Bennett,jonesjaclyn@perez.com,42,No,0
ORD1583,2024-05-31,2024-06-07,CUST456,Sarah Baird,Home Office,PROD3563,Sugar,Grocery,East,North Carolina,Whitneybury,10,3792,15,32232.0,24161.26,8070.74,UPI,Pending,"Mcintosh, Hendricks and Turner",vincentmata@gomez-gibson.com,44,No,0
ORD1584,2024-08-31,2024-09-06,CUST619,Briana Hill,Consumer,PROD8171,Cooking Oil,Grocery,West,Maine,Smithmouth,6,3200,0,19200.0,12782.2,6417.8,Net Banking,Returned,Jones-Carter,sfarmer@jones.net,13,No,0
ORD1585,2025-01-11,2025-01-14,CUST312,Dustin Romero,Home Office,PROD3041,Study Table,Furniture,North,New York,East Michael,5,3000,15,12750.0,9952.17,2797.83,Net Banking,Pending,Riggs Ltd,hansenpeter@chandler.com,43,No,0
ORD1586,2025-06-11,2025-06-16,CUST959,Michelle Gray,Home Office,PROD7343,Laptop,Electronics,West,Illinois,Amyland,4,876,10,3153.6,2251.48,902.12,UPI,Cancelled,Clayton-Beasley,harriskaren@page.com,8,Yes,38
ORD1587,2024-01-19,2024-01-24,CUST958,David Young,Corporate,PROD4996,File Folder,Office Supplies,North,Vermont,Lake Jonathanshire,10,4658,20,37264.0,23765.23,13498.77,Net Banking,Returned,Saunders Group,lhines@patterson.net,28,No,0
ORD1588,2025-05-07,2025-05-09,CUST145,Theodore Hernandez,Home Office,PROD5651,Monitor,Electronics,South,Florida,Dawnstad,5,3577,15,15202.25,10867.1,4335.15,Credit Card,Delivered,Reid-Mendez,audreymeyer@church-cantrell.org,28,No,0
ORD1589,2024-04-09,2024-04-11,CUST853,Barbara Johnson,Home Office,PROD9787,Pen,Office Supplies,West,North Carolina,East Emily,10,3328,5,31616.0,22239.36,9376.64,Credit Card,Delivered,"Maddox, Davis and Adams",jschmidt@ibarra.com,40,No,0
ORD1590,2025-05-01,2025-05-03,CUST468,Christina House,Corporate,PROD3818,Snacks,Grocery,East,Wisconsin,East David,8,2334,20,14937.6,9917.44,5020.16,Credit Card,Pending,"Huerta, Kim and Smith",millerdenise@reyes.com,46,No,0
ORD1591,2024-03-15,2024-03-16,CUST765,Kaitlin Mccoy,Consumer,PROD9571,Stapler,Office Supplies,West,Maine,Adamsview,8,3767,15,25615.6,19999.01,5616.59,UPI,Pending,"Schultz, Lowe and Jones",qanderson@jenkins.org,10,No,0
ORD1592,2025-09-06,2025-09-13,CUST828,Amber Butler,Home Office,PROD6132,Sofa,Furniture,West,Arkansas,Hicksview,3,477,5,1359.45,867.46,491.99,Net Banking,Returned,"Rodriguez, Hooper and Wright",doylemelissa@stevens-dennis.org,47,No,0
ORD1593,2025-05-13,2025-05-17,CUST548,Patricia Luna,Consumer,PROD4305,Stapler,Office Supplies,South,Oklahoma,East Richardchester,10,1558,0,15580.0,13886.6,1693.4,UPI,Delivered,Garcia Group,edward75@brooks-shelton.info,21,No,0
ORD1594,2025-04-24,2025-04-30,CUST725,James Hudson,Consumer,PROD8600,Laptop,Electronics,South,Wyoming,Port Diane,4,3822,10,13759.2,10911.79,2847.41,Credit Card,Cancelled,"Harmon, Clark and Davidson",sherri37@pearson.com,5,Yes,45
ORD1595,2025-01-16,2025-01-18,CUST277,Michael Bradley DDS,Corporate,PROD1529,Headphones,Electronics,South,New Hampshire,Sandersburgh,1,2389,20,1911.2,1171.91,739.29,Credit Card,Pending,"Schneider, Ortega and Larsen",janthony@jones.info,35,No,0
ORD1596,2025-10-27,2025-10-30,CUST938,Sara Berry,Corporate,PROD5887,Sofa,Furniture,South,Georgia,New Sarah,3,3577,5,10194.45,6382.32,3812.13,UPI,Pending,"Long, Nelson and Bell",mooredavid@cruz-graham.com,13,No,0
ORD1597,2025-03-13,2025-03-14,CUST194,Katie Daniel,Corporate,PROD7111,Bookshelf,Furniture,North,Iowa,Robertfort,7,2074,10,13066.2,10091.35,2974.85,UPI,Delivered,Ramos Inc,michele98@smith.com,10,No,0
ORD1598,2024-10-02,2024-10-05,CUST500,Amanda Allen,Home Office,PROD9826,Keyboard,Electronics,East,New Hampshire,South Sandrafort,4,519,5,1972.2,1733.98,238.22,Net Banking,Cancelled,Fuentes-Oconnell,rubenmyers@garcia.com,34,No,0
ORD1599,2024-08-11,2024-08-12,CUST571,Matthew Ramirez,Consumer,PROD5077,Pen,Office Supplies,South,Minnesota,Nathanbury,10,4067,0,40670.0,34041.96,6628.04,Cash,Cancelled,Hernandez Ltd,isaacmann@strickland.org,40,No,0
ORD1600,2024-07-23,2024-07-27,CUST485,Allison Baldwin,Corporate,PROD2289,Sugar,Grocery,North,Alaska,South Clarence,3,801,10,2162.7,1743.93,418.77,Cash,Delivered,Mckee Group,steven05@molina.com,12,No,0
ORD1601,2024-05-11,2024-05-18,CUST172,Lauren Buchanan,Corporate,PROD3054,Laptop,Electronics,East,California,North Christian,3,2547,15,6494.85,5292.67,1202.18,Credit Card,Returned,Lopez-Anthony,matthew14@roy-warren.com,7,Yes,44
ORD1602,2025-06-25,2025-06-26,CUST194,Christopher Rogers,Home Office,PROD8254,File Folder,Office Supplies,East,Delaware,New Ashleystad,3,4748,0,14244.0,10973.91,3270.09,Credit Card,Pending,"Wiggins, Mccoy and Castro",davisjason@reid-johnson.com,17,No,0
ORD1603,2025-06-19,2025-06-25,CUST309,Ronald Gamble,Home Office,PROD4063,Rice Bag,Grocery,East,Iowa,Loganmouth,1,2823,0,2823.0,2520.86,302.14,Credit Card,Delivered,Duran-Vazquez,bhunter@parker-martinez.info,32,No,0
